execution_id,control_id,execution_date,status,tested_by,evidence,notes
EXEC_00026054,CTRL_114,2023-06-09,failed,Bob Johnson,checklist_CTRL_114_20230609.pdf,Significant deficiency found
EXEC_00026055,CTRL_114,2023-06-10,passed,Emma Davis,checklist_CTRL_114_20230610.pdf,Control operating effectively
EXEC_00026056,CTRL_114,2023-06-11,passed,Frank Miller,screenshot_CTRL_114_20230611.pdf,All checks completed successfully
EXEC_00026057,CTRL_114,2023-06-12,failed,Emma Davis,report_CTRL_114_20230612.pdf,Exception identified - requires remediation
EXEC_00026058,CTRL_114,2023-06-13,failed,Emma Davis,checklist_CTRL_114_20230613.pdf,Exception identified - requires remediation
EXEC_00026059,CTRL_114,2023-06-14,passed,David Brown,report_CTRL_114_20230614.pdf,Control operating effectively
EXEC_00026060,CTRL_114,2023-06-15,failed,Bob Johnson,report_CTRL_114_20230615.pdf,Exception identified - requires remediation
EXEC_00026061,CTRL_114,2023-06-16,passed,Carol Williams,checklist_CTRL_114_20230616.pdf,No exceptions identified
EXEC_00026062,CTRL_114,2023-06-17,passed,Frank Miller,log_file_CTRL_114_20230617.pdf,All checks completed successfully
EXEC_00026063,CTRL_114,2023-06-18,passed,Iris Taylor,log_file_CTRL_114_20230618.pdf,Compliance verified
EXEC_00026064,CTRL_114,2023-06-19,passed,Grace Wilson,screenshot_CTRL_114_20230619.pdf,All checks completed successfully
EXEC_00026065,CTRL_114,2023-06-20,passed,Emma Davis,checklist_CTRL_114_20230620.pdf,No exceptions identified
EXEC_00026066,CTRL_114,2023-06-21,failed,Henry Moore,attestation_CTRL_114_20230621.pdf,Significant deficiency found
EXEC_00026067,CTRL_114,2023-06-22,not_tested,Grace Wilson,,Scheduled for next period
EXEC_00026068,CTRL_114,2023-06-23,passed,Emma Davis,screenshot_CTRL_114_20230623.pdf,Compliance verified
EXEC_00026069,CTRL_114,2023-06-24,passed,Carol Williams,log_file_CTRL_114_20230624.pdf,All checks completed successfully
EXEC_00026070,CTRL_114,2023-06-25,passed,Iris Taylor,log_file_CTRL_114_20230625.pdf,No exceptions identified
EXEC_00026071,CTRL_114,2023-06-26,passed,Bob Johnson,attestation_CTRL_114_20230626.pdf,No exceptions identified
EXEC_00026072,CTRL_114,2023-06-27,failed,Iris Taylor,report_CTRL_114_20230627.pdf,Control not operating as designed
EXEC_00026073,CTRL_114,2023-06-28,passed,Iris Taylor,screenshot_CTRL_114_20230628.pdf,All checks completed successfully
EXEC_00026074,CTRL_114,2023-06-29,failed,Emma Davis,report_CTRL_114_20230629.pdf,Exception identified - requires remediation
EXEC_00026075,CTRL_114,2023-06-30,passed,Frank Miller,checklist_CTRL_114_20230630.pdf,Control operating effectively
EXEC_00026076,CTRL_114,2023-07-01,failed,Emma Davis,report_CTRL_114_20230701.pdf,Significant deficiency found
EXEC_00026077,CTRL_114,2023-07-02,passed,David Brown,report_CTRL_114_20230702.pdf,No exceptions identified
EXEC_00026078,CTRL_114,2023-07-03,passed,Carol Williams,checklist_CTRL_114_20230703.pdf,Control operating effectively
EXEC_00026079,CTRL_114,2023-07-04,passed,Frank Miller,report_CTRL_114_20230704.pdf,Control operating effectively
EXEC_00026080,CTRL_114,2023-07-05,passed,Grace Wilson,attestation_CTRL_114_20230705.pdf,All checks completed successfully
EXEC_00026081,CTRL_114,2023-07-06,passed,Grace Wilson,attestation_CTRL_114_20230706.pdf,Control operating effectively
EXEC_00026082,CTRL_114,2023-07-07,passed,Henry Moore,log_file_CTRL_114_20230707.pdf,All checks completed successfully
EXEC_00026083,CTRL_114,2023-07-08,failed,Emma Davis,attestation_CTRL_114_20230708.pdf,Control not operating as designed
EXEC_00026084,CTRL_114,2023-07-09,failed,Alice Smith,checklist_CTRL_114_20230709.pdf,Control not operating as designed
EXEC_00026085,CTRL_114,2023-07-10,failed,Frank Miller,checklist_CTRL_114_20230710.pdf,Control not operating as designed
EXEC_00026086,CTRL_114,2023-07-11,passed,Carol Williams,attestation_CTRL_114_20230711.pdf,No exceptions identified
EXEC_00026087,CTRL_114,2023-07-12,passed,Frank Miller,report_CTRL_114_20230712.pdf,Control operating effectively
EXEC_00026088,CTRL_114,2023-07-13,passed,Jack Anderson,attestation_CTRL_114_20230713.pdf,No exceptions identified
EXEC_00026089,CTRL_114,2023-07-14,passed,Iris Taylor,log_file_CTRL_114_20230714.pdf,Compliance verified
EXEC_00026090,CTRL_114,2023-07-15,failed,Alice Smith,checklist_CTRL_114_20230715.pdf,Exception identified - requires remediation
EXEC_00026091,CTRL_114,2023-07-16,failed,David Brown,report_CTRL_114_20230716.pdf,Control not operating as designed
EXEC_00026092,CTRL_114,2023-07-17,passed,Grace Wilson,report_CTRL_114_20230717.pdf,All checks completed successfully
EXEC_00026093,CTRL_114,2023-07-18,passed,Jack Anderson,attestation_CTRL_114_20230718.pdf,No exceptions identified
EXEC_00026094,CTRL_114,2023-07-19,failed,Henry Moore,checklist_CTRL_114_20230719.pdf,Non-compliance detected
EXEC_00026095,CTRL_114,2023-07-20,passed,Emma Davis,log_file_CTRL_114_20230720.pdf,Compliance verified
EXEC_00026096,CTRL_114,2023-07-21,passed,Bob Johnson,report_CTRL_114_20230721.pdf,No exceptions identified
EXEC_00026097,CTRL_114,2023-07-22,passed,Alice Smith,checklist_CTRL_114_20230722.pdf,All checks completed successfully
EXEC_00026098,CTRL_114,2023-07-23,failed,Grace Wilson,attestation_CTRL_114_20230723.pdf,Significant deficiency found
EXEC_00026099,CTRL_114,2023-07-24,passed,Iris Taylor,checklist_CTRL_114_20230724.pdf,Control operating effectively
EXEC_00026100,CTRL_114,2023-07-25,passed,Emma Davis,screenshot_CTRL_114_20230725.pdf,No exceptions identified
EXEC_00026101,CTRL_114,2023-07-26,failed,Bob Johnson,report_CTRL_114_20230726.pdf,Exception identified - requires remediation
EXEC_00026102,CTRL_114,2023-07-27,failed,David Brown,log_file_CTRL_114_20230727.pdf,Significant deficiency found
EXEC_00026103,CTRL_114,2023-07-28,passed,Alice Smith,log_file_CTRL_114_20230728.pdf,Compliance verified
EXEC_00026104,CTRL_114,2023-07-29,failed,Jack Anderson,report_CTRL_114_20230729.pdf,Control not operating as designed
EXEC_00026105,CTRL_114,2023-07-30,passed,Iris Taylor,attestation_CTRL_114_20230730.pdf,All checks completed successfully
EXEC_00026106,CTRL_114,2023-07-31,passed,Jack Anderson,screenshot_CTRL_114_20230731.pdf,Compliance verified
EXEC_00026107,CTRL_114,2023-08-01,passed,Jack Anderson,attestation_CTRL_114_20230801.pdf,All checks completed successfully
EXEC_00026108,CTRL_114,2023-08-02,passed,Grace Wilson,screenshot_CTRL_114_20230802.pdf,Control operating effectively
EXEC_00026109,CTRL_114,2023-08-03,failed,Bob Johnson,report_CTRL_114_20230803.pdf,Exception identified - requires remediation
EXEC_00026110,CTRL_114,2023-08-04,failed,Emma Davis,log_file_CTRL_114_20230804.pdf,Exception identified - requires remediation
EXEC_00026111,CTRL_114,2023-08-05,failed,David Brown,report_CTRL_114_20230805.pdf,Significant deficiency found
EXEC_00026112,CTRL_114,2023-08-06,not_tested,Jack Anderson,,Scheduled for next period
EXEC_00026113,CTRL_114,2023-08-07,passed,Henry Moore,screenshot_CTRL_114_20230807.pdf,All checks completed successfully
EXEC_00026114,CTRL_114,2023-08-08,passed,Iris Taylor,log_file_CTRL_114_20230808.pdf,Compliance verified
EXEC_00026115,CTRL_114,2023-08-09,passed,Grace Wilson,screenshot_CTRL_114_20230809.pdf,Compliance verified
EXEC_00026116,CTRL_114,2023-08-10,failed,Bob Johnson,log_file_CTRL_114_20230810.pdf,Control not operating as designed
EXEC_00026117,CTRL_114,2023-08-11,passed,Grace Wilson,screenshot_CTRL_114_20230811.pdf,Control operating effectively
EXEC_00026118,CTRL_114,2023-08-12,passed,Carol Williams,checklist_CTRL_114_20230812.pdf,Control operating effectively
EXEC_00026119,CTRL_114,2023-08-13,not_tested,Carol Williams,,System unavailable for testing
EXEC_00026120,CTRL_114,2023-08-14,passed,Grace Wilson,checklist_CTRL_114_20230814.pdf,All checks completed successfully
EXEC_00026121,CTRL_114,2023-08-15,failed,Grace Wilson,attestation_CTRL_114_20230815.pdf,Non-compliance detected
EXEC_00026122,CTRL_114,2023-08-16,passed,Emma Davis,screenshot_CTRL_114_20230816.pdf,Compliance verified
EXEC_00026123,CTRL_114,2023-08-17,failed,Alice Smith,log_file_CTRL_114_20230817.pdf,Control not operating as designed
EXEC_00026124,CTRL_114,2023-08-18,passed,Jack Anderson,screenshot_CTRL_114_20230818.pdf,All checks completed successfully
EXEC_00026125,CTRL_114,2023-08-19,passed,Alice Smith,report_CTRL_114_20230819.pdf,Control operating effectively
EXEC_00026126,CTRL_114,2023-08-20,passed,Bob Johnson,log_file_CTRL_114_20230820.pdf,Compliance verified
EXEC_00026127,CTRL_114,2023-08-21,passed,David Brown,log_file_CTRL_114_20230821.pdf,Control operating effectively
EXEC_00026128,CTRL_114,2023-08-22,passed,Bob Johnson,report_CTRL_114_20230822.pdf,No exceptions identified
EXEC_00026129,CTRL_114,2023-08-23,failed,Carol Williams,attestation_CTRL_114_20230823.pdf,Control not operating as designed
EXEC_00026130,CTRL_114,2023-08-24,passed,Alice Smith,checklist_CTRL_114_20230824.pdf,Control operating effectively
EXEC_00026131,CTRL_114,2023-08-25,passed,Iris Taylor,checklist_CTRL_114_20230825.pdf,All checks completed successfully
EXEC_00026132,CTRL_114,2023-08-26,failed,Bob Johnson,checklist_CTRL_114_20230826.pdf,Non-compliance detected
EXEC_00026133,CTRL_114,2023-08-27,not_applicable,Iris Taylor,checklist_CTRL_114_20230827.pdf,Process not active
EXEC_00026134,CTRL_114,2023-08-28,passed,Iris Taylor,screenshot_CTRL_114_20230828.pdf,Control operating effectively
EXEC_00026135,CTRL_114,2023-08-29,passed,David Brown,screenshot_CTRL_114_20230829.pdf,All checks completed successfully
EXEC_00026136,CTRL_114,2023-08-30,failed,Frank Miller,screenshot_CTRL_114_20230830.pdf,Non-compliance detected
EXEC_00026137,CTRL_114,2023-08-31,passed,Grace Wilson,log_file_CTRL_114_20230831.pdf,No exceptions identified
EXEC_00026138,CTRL_114,2023-09-01,passed,Henry Moore,attestation_CTRL_114_20230901.pdf,Compliance verified
EXEC_00026139,CTRL_114,2023-09-02,failed,Frank Miller,checklist_CTRL_114_20230902.pdf,Exception identified - requires remediation
EXEC_00026140,CTRL_114,2023-09-03,passed,Bob Johnson,checklist_CTRL_114_20230903.pdf,All checks completed successfully
EXEC_00026141,CTRL_114,2023-09-04,passed,David Brown,log_file_CTRL_114_20230904.pdf,Compliance verified
EXEC_00026142,CTRL_114,2023-09-05,passed,Emma Davis,report_CTRL_114_20230905.pdf,No exceptions identified
EXEC_00026143,CTRL_114,2023-09-06,passed,David Brown,attestation_CTRL_114_20230906.pdf,Control operating effectively
EXEC_00026144,CTRL_114,2023-09-07,failed,Henry Moore,log_file_CTRL_114_20230907.pdf,Exception identified - requires remediation
EXEC_00026145,CTRL_114,2023-09-08,passed,Alice Smith,attestation_CTRL_114_20230908.pdf,No exceptions identified
EXEC_00026146,CTRL_114,2023-09-09,passed,Bob Johnson,log_file_CTRL_114_20230909.pdf,All checks completed successfully
EXEC_00026147,CTRL_114,2023-09-10,not_tested,Bob Johnson,,Testing postponed due to resource constraints
EXEC_00026148,CTRL_114,2023-09-11,passed,David Brown,log_file_CTRL_114_20230911.pdf,Control operating effectively
EXEC_00026149,CTRL_114,2023-09-12,passed,Henry Moore,report_CTRL_114_20230912.pdf,Control operating effectively
EXEC_00026150,CTRL_114,2023-09-13,failed,Emma Davis,screenshot_CTRL_114_20230913.pdf,Exception identified - requires remediation
EXEC_00026151,CTRL_114,2023-09-14,passed,Jack Anderson,screenshot_CTRL_114_20230914.pdf,Compliance verified
EXEC_00026152,CTRL_114,2023-09-15,passed,David Brown,log_file_CTRL_114_20230915.pdf,No exceptions identified
EXEC_00026153,CTRL_114,2023-09-16,not_tested,Emma Davis,,System unavailable for testing
EXEC_00026154,CTRL_114,2023-09-17,passed,Grace Wilson,screenshot_CTRL_114_20230917.pdf,All checks completed successfully
EXEC_00026155,CTRL_114,2023-09-18,failed,David Brown,screenshot_CTRL_114_20230918.pdf,Significant deficiency found
EXEC_00026156,CTRL_114,2023-09-19,failed,Grace Wilson,report_CTRL_114_20230919.pdf,Control not operating as designed
EXEC_00026157,CTRL_114,2023-09-20,passed,Bob Johnson,log_file_CTRL_114_20230920.pdf,No exceptions identified
EXEC_00026158,CTRL_114,2023-09-21,passed,David Brown,report_CTRL_114_20230921.pdf,All checks completed successfully
EXEC_00026159,CTRL_114,2023-09-22,passed,Bob Johnson,checklist_CTRL_114_20230922.pdf,No exceptions identified
EXEC_00026160,CTRL_114,2023-09-23,failed,Grace Wilson,screenshot_CTRL_114_20230923.pdf,Exception identified - requires remediation
EXEC_00026161,CTRL_114,2023-09-24,passed,Carol Williams,attestation_CTRL_114_20230924.pdf,Control operating effectively
EXEC_00026162,CTRL_114,2023-09-25,passed,David Brown,report_CTRL_114_20230925.pdf,All checks completed successfully
EXEC_00026163,CTRL_114,2023-09-26,failed,Alice Smith,checklist_CTRL_114_20230926.pdf,Control not operating as designed
EXEC_00026164,CTRL_114,2023-09-27,passed,Bob Johnson,screenshot_CTRL_114_20230927.pdf,No exceptions identified
EXEC_00026165,CTRL_114,2023-09-28,passed,Jack Anderson,report_CTRL_114_20230928.pdf,Control operating effectively
EXEC_00026166,CTRL_114,2023-09-29,passed,Bob Johnson,attestation_CTRL_114_20230929.pdf,All checks completed successfully
EXEC_00026167,CTRL_114,2023-09-30,passed,Alice Smith,attestation_CTRL_114_20230930.pdf,All checks completed successfully
EXEC_00026168,CTRL_114,2023-10-01,passed,Carol Williams,log_file_CTRL_114_20231001.pdf,Control operating effectively
EXEC_00026169,CTRL_114,2023-10-02,passed,Bob Johnson,screenshot_CTRL_114_20231002.pdf,All checks completed successfully
EXEC_00026170,CTRL_114,2023-10-03,passed,Henry Moore,screenshot_CTRL_114_20231003.pdf,Compliance verified
EXEC_00026171,CTRL_114,2023-10-04,failed,Alice Smith,screenshot_CTRL_114_20231004.pdf,Exception identified - requires remediation
EXEC_00026172,CTRL_114,2023-10-05,failed,Iris Taylor,log_file_CTRL_114_20231005.pdf,Exception identified - requires remediation
EXEC_00026173,CTRL_114,2023-10-06,passed,Carol Williams,log_file_CTRL_114_20231006.pdf,All checks completed successfully
EXEC_00026174,CTRL_114,2023-10-07,failed,David Brown,report_CTRL_114_20231007.pdf,Control not operating as designed
EXEC_00026175,CTRL_114,2023-10-08,passed,Frank Miller,attestation_CTRL_114_20231008.pdf,No exceptions identified
EXEC_00026176,CTRL_114,2023-10-09,passed,Alice Smith,screenshot_CTRL_114_20231009.pdf,No exceptions identified
EXEC_00026177,CTRL_114,2023-10-10,passed,Grace Wilson,report_CTRL_114_20231010.pdf,No exceptions identified
EXEC_00026178,CTRL_114,2023-10-11,passed,Alice Smith,screenshot_CTRL_114_20231011.pdf,Compliance verified
EXEC_00026179,CTRL_114,2023-10-12,failed,Emma Davis,report_CTRL_114_20231012.pdf,Significant deficiency found
EXEC_00026180,CTRL_114,2023-10-13,failed,Alice Smith,report_CTRL_114_20231013.pdf,Non-compliance detected
EXEC_00026181,CTRL_114,2023-10-14,passed,Frank Miller,report_CTRL_114_20231014.pdf,Control operating effectively
EXEC_00026182,CTRL_114,2023-10-15,not_tested,Grace Wilson,,Scheduled for next period
EXEC_00026183,CTRL_114,2023-10-16,not_applicable,Iris Taylor,log_file_CTRL_114_20231016.pdf,System not in scope
EXEC_00026184,CTRL_114,2023-10-17,failed,David Brown,checklist_CTRL_114_20231017.pdf,Significant deficiency found
EXEC_00026185,CTRL_114,2023-10-18,failed,Alice Smith,attestation_CTRL_114_20231018.pdf,Control not operating as designed
EXEC_00026186,CTRL_114,2023-10-19,passed,Jack Anderson,log_file_CTRL_114_20231019.pdf,No exceptions identified
EXEC_00026187,CTRL_114,2023-10-20,passed,Iris Taylor,checklist_CTRL_114_20231020.pdf,All checks completed successfully
EXEC_00026188,CTRL_114,2023-10-21,passed,Iris Taylor,report_CTRL_114_20231021.pdf,Control operating effectively
EXEC_00026189,CTRL_114,2023-10-22,passed,Bob Johnson,log_file_CTRL_114_20231022.pdf,Compliance verified
EXEC_00026190,CTRL_114,2023-10-23,failed,Bob Johnson,attestation_CTRL_114_20231023.pdf,Control not operating as designed
EXEC_00026191,CTRL_114,2023-10-24,passed,Carol Williams,checklist_CTRL_114_20231024.pdf,No exceptions identified
EXEC_00026192,CTRL_114,2023-10-25,passed,Bob Johnson,checklist_CTRL_114_20231025.pdf,Compliance verified
EXEC_00026193,CTRL_114,2023-10-26,passed,Alice Smith,report_CTRL_114_20231026.pdf,Compliance verified
EXEC_00026194,CTRL_114,2023-10-27,passed,Frank Miller,report_CTRL_114_20231027.pdf,Control operating effectively
EXEC_00026195,CTRL_114,2023-10-28,failed,Bob Johnson,attestation_CTRL_114_20231028.pdf,Exception identified - requires remediation
EXEC_00026196,CTRL_114,2023-10-29,passed,David Brown,attestation_CTRL_114_20231029.pdf,Compliance verified
EXEC_00026197,CTRL_114,2023-10-30,passed,Henry Moore,report_CTRL_114_20231030.pdf,Compliance verified
EXEC_00026198,CTRL_114,2023-10-31,passed,David Brown,log_file_CTRL_114_20231031.pdf,Control operating effectively
EXEC_00026199,CTRL_114,2023-11-01,passed,Henry Moore,log_file_CTRL_114_20231101.pdf,Control operating effectively
EXEC_00026200,CTRL_114,2023-11-02,passed,Alice Smith,screenshot_CTRL_114_20231102.pdf,No exceptions identified
EXEC_00026201,CTRL_114,2023-11-03,passed,Grace Wilson,report_CTRL_114_20231103.pdf,Control operating effectively
EXEC_00026202,CTRL_114,2023-11-04,not_tested,Emma Davis,,System unavailable for testing
EXEC_00026203,CTRL_114,2023-11-05,passed,Grace Wilson,screenshot_CTRL_114_20231105.pdf,No exceptions identified
EXEC_00026204,CTRL_114,2023-11-06,not_tested,David Brown,,Scheduled for next period
EXEC_00026205,CTRL_114,2023-11-07,passed,David Brown,screenshot_CTRL_114_20231107.pdf,All checks completed successfully
EXEC_00026206,CTRL_114,2023-11-08,passed,Carol Williams,log_file_CTRL_114_20231108.pdf,All checks completed successfully
EXEC_00026207,CTRL_114,2023-11-09,passed,Frank Miller,screenshot_CTRL_114_20231109.pdf,Control operating effectively
EXEC_00026208,CTRL_114,2023-11-10,failed,Iris Taylor,log_file_CTRL_114_20231110.pdf,Exception identified - requires remediation
EXEC_00026209,CTRL_114,2023-11-11,passed,David Brown,attestation_CTRL_114_20231111.pdf,No exceptions identified
EXEC_00026210,CTRL_114,2023-11-12,passed,David Brown,log_file_CTRL_114_20231112.pdf,All checks completed successfully
EXEC_00026211,CTRL_114,2023-11-13,passed,David Brown,checklist_CTRL_114_20231113.pdf,No exceptions identified
EXEC_00026212,CTRL_114,2023-11-14,failed,Grace Wilson,log_file_CTRL_114_20231114.pdf,Exception identified - requires remediation
EXEC_00026213,CTRL_114,2023-11-15,passed,Bob Johnson,checklist_CTRL_114_20231115.pdf,Control operating effectively
EXEC_00026214,CTRL_114,2023-11-16,passed,Jack Anderson,screenshot_CTRL_114_20231116.pdf,Compliance verified
EXEC_00026215,CTRL_114,2023-11-17,passed,Iris Taylor,checklist_CTRL_114_20231117.pdf,All checks completed successfully
EXEC_00026216,CTRL_114,2023-11-18,passed,Alice Smith,attestation_CTRL_114_20231118.pdf,Compliance verified
EXEC_00026217,CTRL_114,2023-11-19,passed,Carol Williams,log_file_CTRL_114_20231119.pdf,Control operating effectively
EXEC_00026218,CTRL_114,2023-11-20,passed,Jack Anderson,report_CTRL_114_20231120.pdf,Compliance verified
EXEC_00026219,CTRL_114,2023-11-21,passed,Jack Anderson,checklist_CTRL_114_20231121.pdf,Compliance verified
EXEC_00026220,CTRL_114,2023-11-22,passed,Jack Anderson,screenshot_CTRL_114_20231122.pdf,Control operating effectively
EXEC_00026221,CTRL_114,2023-11-23,passed,Carol Williams,log_file_CTRL_114_20231123.pdf,All checks completed successfully
EXEC_00026222,CTRL_114,2023-11-24,passed,Grace Wilson,attestation_CTRL_114_20231124.pdf,Control operating effectively
EXEC_00026223,CTRL_114,2023-11-25,passed,Bob Johnson,checklist_CTRL_114_20231125.pdf,No exceptions identified
EXEC_00026224,CTRL_114,2023-11-26,passed,Bob Johnson,checklist_CTRL_114_20231126.pdf,All checks completed successfully
EXEC_00026225,CTRL_114,2023-11-27,failed,Jack Anderson,attestation_CTRL_114_20231127.pdf,Exception identified - requires remediation
EXEC_00026226,CTRL_114,2023-11-28,failed,Grace Wilson,log_file_CTRL_114_20231128.pdf,Exception identified - requires remediation
EXEC_00026227,CTRL_114,2023-11-29,failed,Henry Moore,log_file_CTRL_114_20231129.pdf,Non-compliance detected
EXEC_00026228,CTRL_114,2023-11-30,failed,Iris Taylor,report_CTRL_114_20231130.pdf,Significant deficiency found
EXEC_00026229,CTRL_114,2023-12-01,passed,Bob Johnson,checklist_CTRL_114_20231201.pdf,No exceptions identified
EXEC_00026230,CTRL_114,2023-12-02,failed,Carol Williams,checklist_CTRL_114_20231202.pdf,Control not operating as designed
EXEC_00026231,CTRL_114,2023-12-03,passed,Frank Miller,attestation_CTRL_114_20231203.pdf,Control operating effectively
EXEC_00026232,CTRL_114,2023-12-04,not_applicable,Jack Anderson,log_file_CTRL_114_20231204.pdf,Control not applicable for this period
EXEC_00026233,CTRL_114,2023-12-05,not_tested,Grace Wilson,,Scheduled for next period
EXEC_00026234,CTRL_114,2023-12-06,passed,Iris Taylor,report_CTRL_114_20231206.pdf,Control operating effectively
EXEC_00026235,CTRL_114,2023-12-07,passed,Frank Miller,checklist_CTRL_114_20231207.pdf,No exceptions identified
EXEC_00026236,CTRL_114,2023-12-08,passed,Alice Smith,report_CTRL_114_20231208.pdf,All checks completed successfully
EXEC_00026237,CTRL_114,2023-12-09,passed,Iris Taylor,report_CTRL_114_20231209.pdf,Compliance verified
EXEC_00026238,CTRL_114,2023-12-10,passed,Frank Miller,checklist_CTRL_114_20231210.pdf,Control operating effectively
EXEC_00026239,CTRL_114,2023-12-11,passed,Iris Taylor,report_CTRL_114_20231211.pdf,Control operating effectively
EXEC_00026240,CTRL_114,2023-12-12,not_tested,Henry Moore,,System unavailable for testing
EXEC_00026241,CTRL_114,2023-12-13,not_tested,Alice Smith,,System unavailable for testing
EXEC_00026242,CTRL_114,2023-12-14,failed,Iris Taylor,attestation_CTRL_114_20231214.pdf,Significant deficiency found
EXEC_00026243,CTRL_114,2023-12-15,failed,Henry Moore,log_file_CTRL_114_20231215.pdf,Non-compliance detected
EXEC_00026244,CTRL_114,2023-12-16,passed,David Brown,checklist_CTRL_114_20231216.pdf,Compliance verified
EXEC_00026245,CTRL_114,2023-12-17,passed,Carol Williams,attestation_CTRL_114_20231217.pdf,Compliance verified
EXEC_00026246,CTRL_114,2023-12-18,passed,Emma Davis,attestation_CTRL_114_20231218.pdf,Compliance verified
EXEC_00026247,CTRL_114,2023-12-19,passed,Carol Williams,report_CTRL_114_20231219.pdf,Control operating effectively
EXEC_00026248,CTRL_114,2023-12-20,failed,Bob Johnson,screenshot_CTRL_114_20231220.pdf,Exception identified - requires remediation
EXEC_00026249,CTRL_114,2023-12-21,passed,Iris Taylor,log_file_CTRL_114_20231221.pdf,All checks completed successfully
EXEC_00026250,CTRL_114,2023-12-22,passed,Bob Johnson,screenshot_CTRL_114_20231222.pdf,Compliance verified
EXEC_00026251,CTRL_114,2023-12-23,passed,Carol Williams,log_file_CTRL_114_20231223.pdf,Control operating effectively
EXEC_00026252,CTRL_114,2023-12-24,passed,Emma Davis,attestation_CTRL_114_20231224.pdf,No exceptions identified
EXEC_00026253,CTRL_114,2023-12-25,passed,Jack Anderson,attestation_CTRL_114_20231225.pdf,All checks completed successfully
EXEC_00026254,CTRL_114,2023-12-26,passed,Alice Smith,attestation_CTRL_114_20231226.pdf,Control operating effectively
EXEC_00026255,CTRL_114,2023-12-27,failed,Frank Miller,report_CTRL_114_20231227.pdf,Significant deficiency found
EXEC_00026256,CTRL_114,2023-12-28,passed,Iris Taylor,screenshot_CTRL_114_20231228.pdf,Control operating effectively
EXEC_00026257,CTRL_114,2023-12-29,passed,Jack Anderson,checklist_CTRL_114_20231229.pdf,All checks completed successfully
EXEC_00026258,CTRL_114,2023-12-30,not_tested,David Brown,,System unavailable for testing
EXEC_00026259,CTRL_114,2023-12-31,passed,Grace Wilson,report_CTRL_114_20231231.pdf,Control operating effectively
EXEC_00026260,CTRL_114,2024-01-01,passed,Emma Davis,report_CTRL_114_20240101.pdf,All checks completed successfully
EXEC_00026261,CTRL_114,2024-01-02,passed,Grace Wilson,attestation_CTRL_114_20240102.pdf,Compliance verified
EXEC_00026262,CTRL_114,2024-01-03,passed,Jack Anderson,attestation_CTRL_114_20240103.pdf,All checks completed successfully
EXEC_00026263,CTRL_114,2024-01-04,passed,Jack Anderson,log_file_CTRL_114_20240104.pdf,All checks completed successfully
EXEC_00026264,CTRL_114,2024-01-05,passed,Alice Smith,log_file_CTRL_114_20240105.pdf,All checks completed successfully
EXEC_00026265,CTRL_114,2024-01-06,passed,Jack Anderson,screenshot_CTRL_114_20240106.pdf,Control operating effectively
EXEC_00026266,CTRL_114,2024-01-07,not_applicable,Henry Moore,screenshot_CTRL_114_20240107.pdf,Process not active
EXEC_00026267,CTRL_114,2024-01-08,passed,Grace Wilson,screenshot_CTRL_114_20240108.pdf,No exceptions identified
EXEC_00026268,CTRL_114,2024-01-09,passed,David Brown,report_CTRL_114_20240109.pdf,All checks completed successfully
EXEC_00026269,CTRL_114,2024-01-10,failed,Henry Moore,report_CTRL_114_20240110.pdf,Control not operating as designed
EXEC_00026270,CTRL_114,2024-01-11,failed,Jack Anderson,log_file_CTRL_114_20240111.pdf,Exception identified - requires remediation
EXEC_00026271,CTRL_114,2024-01-12,passed,Emma Davis,log_file_CTRL_114_20240112.pdf,Control operating effectively
EXEC_00026272,CTRL_114,2024-01-13,passed,Frank Miller,attestation_CTRL_114_20240113.pdf,No exceptions identified
EXEC_00026273,CTRL_114,2024-01-14,passed,Grace Wilson,checklist_CTRL_114_20240114.pdf,All checks completed successfully
EXEC_00026274,CTRL_114,2024-01-15,failed,Iris Taylor,log_file_CTRL_114_20240115.pdf,Non-compliance detected
EXEC_00026275,CTRL_114,2024-01-16,passed,David Brown,checklist_CTRL_114_20240116.pdf,Control operating effectively
EXEC_00026276,CTRL_114,2024-01-17,not_tested,Bob Johnson,,System unavailable for testing
EXEC_00026277,CTRL_114,2024-01-18,passed,Jack Anderson,attestation_CTRL_114_20240118.pdf,All checks completed successfully
EXEC_00026278,CTRL_114,2024-01-19,passed,Emma Davis,checklist_CTRL_114_20240119.pdf,No exceptions identified
EXEC_00026279,CTRL_114,2024-01-20,failed,Frank Miller,screenshot_CTRL_114_20240120.pdf,Exception identified - requires remediation
EXEC_00026280,CTRL_114,2024-01-21,passed,Carol Williams,log_file_CTRL_114_20240121.pdf,Compliance verified
EXEC_00026281,CTRL_114,2024-01-22,failed,Henry Moore,report_CTRL_114_20240122.pdf,Exception identified - requires remediation
EXEC_00026282,CTRL_114,2024-01-23,passed,Iris Taylor,report_CTRL_114_20240123.pdf,Control operating effectively
EXEC_00026283,CTRL_114,2024-01-24,not_tested,Frank Miller,,Testing postponed due to resource constraints
EXEC_00026284,CTRL_114,2024-01-25,passed,Iris Taylor,report_CTRL_114_20240125.pdf,Control operating effectively
EXEC_00026285,CTRL_114,2024-01-26,passed,Bob Johnson,log_file_CTRL_114_20240126.pdf,All checks completed successfully
EXEC_00026286,CTRL_114,2024-01-27,failed,Jack Anderson,log_file_CTRL_114_20240127.pdf,Significant deficiency found
